time,close
2022-01-20,36019.13
2022-01-21,32204.27
2022-01-22,30976.91
2022-01-23,32017.1
2022-01-24,32422.99
2022-01-25,32737.12
2022-01-26,32778.27
2022-01-27,33375.05
2022-01-28,33887.14
2022-01-29,34301.19
2022-01-30,34029.57
2022-01-31,34280.35
2022-02-01,34368.67
2022-02-02,32695.72
2022-02-03,32646.44
2022-02-04,36318.47
2022-02-05,36191.21
2022-02-06,37028.41
2022-02-07,38351.49
2022-02-08,38609.57
2022-02-09,38897.9
2022-02-10,38147.28
2022-02-11,37354.96
2022-02-12,37250.59
2022-02-13,37040.59
2022-02-14,37645.54
2022-02-15,39243.82
2022-02-16,38589.69
2022-02-17,35686.5
2022-02-18,35340.84
2022-02-19,35440.0
2022-02-20,33913.25
2022-02-21,32746.03
2022-02-22,33780.61
2022-02-23,32954.14
2022-02-24,34248.37
2022-02-25,34806.7
2022-02-26,34727.27
2022-02-27,33739.06
2022-02-28,38508.54
2022-03-01,39932.24
2022-03-02,39520.7
2022-03-03,38371.77
2022-03-04,35822.16
2022-03-05,36066.88
2022-03-06,35330.55
2022-03-07,35007.96
2022-03-08,35568.75
2022-03-09,37893.57
2022-03-10,35831.85
2022-03-11,35522.02
2022-03-12,35607.15
2022-03-13,34637.84
2022-03-14,36278.07
2022-03-15,35853.82
2022-03-16,37315.03
2022-03-17,36903.1
2022-03-18,37804.3
2022-03-19,38195.4
2022-03-20,37373.07
2022-03-21,37256.27
2022-03-22,38427.11
2022-03-23,38982.51
2022-03-24,39975.16
2022-03-25,40365.85
2022-03-26,40575.2
2022-03-27,42648.52
2022-03-28,42864.2
2022-03-29,42782.17
2022-03-30,42166.4
2022-03-31,41118.32
2022-04-01,41919.17
2022-04-02,41489.24
2022-04-03,42040.79
2022-04-04,42467.64
2022-04-05,41730.79
2022-04-06,39635.17
2022-04-07,39997.41
2022-04-08,38895.34
2022-04-09,39365.17
2022-04-10,38742.2
2022-04-11,36336.77
2022-04-12,37040.35
2022-04-13,37779.36
2022-04-14,36929.95
2022-04-15,37567.47
2022-04-16,37409.77
2022-04-17,36732.56
2022-04-18,37899.14
2022-04-19,38475.11
2022-04-20,38146.81
2022-04-21,37393.32
2022-04-22,36821.84
2022-04-23,36584.45
2022-04-24,36528.79
2022-04-25,37746.68
2022-04-26,35845.4
2022-04-27,37171.93
2022-04-28,37849.28
2022-04-29,36617.17
2022-04-30,35762.59
2022-05-01,36501.05
2022-05-02,36655.72
2022-05-03,35877.21
2022-05-04,37372.4
2022-05-05,34697.08
2022-05-06,34167.78
2022-05-07,33660.47
2022-05-08,32339.57
2022-05-09,28474.7
2022-05-10,29457.78
2022-05-11,27550.35
2022-05-12,27874.74
2022-05-13,28120.63
2022-05-14,28905.0
2022-05-15,30098.94
2022-05-16,28593.14
2022-05-17,28849.43
2022-05-18,27393.79
2022-05-19,28639.52
2022-05-20,27643.62
2022-05-21,27851.51
2022-05-22,28640.11
2022-05-23,27229.61
2022-05-24,27613.78
2022-05-25,27626.01
2022-05-26,27209.93
2022-05-27,26643.37
2022-05-28,27046.55
2022-05-29,27453.88
2022-05-30,29446.36
2022-05-31,29608.61
2022-06-01,27968.88
2022-06-02,28325.91
2022-06-03,27716.5
2022-06-04,27867.6
2022-06-05,27891.8
2022-06-06,29333.24
2022-06-07,29075.01
2022-06-08,28178.05
2022-06-09,28330.67
2022-06-10,27653.24
2022-06-11,27020.67
2022-06-12,25328.94
2022-06-13,21584.39
2022-06-14,21202.97
2022-06-15,21592.73
2022-06-16,19340.15
2022-06-17,19487.01
2022-06-18,18094.25
2022-06-19,19616.86
2022-06-20,19544.56
2022-06-21,19664.24
2022-06-22,18892.95
2022-06-23,20045.78
2022-06-24,20102.73
2022-06-25,20372.37
2022-06-26,19911.65
2022-06-27,19572.86
2022-06-28,19251.96
2022-06-29,19225.38
2022-06-30,19026.08
2022-07-01,18468.38
2022-07-02,18448.36
2022-07-03,18496.26
2022-07-04,19370.04
2022-07-05,19651.35
2022-07-06,20170.36
2022-07-07,21267.34
2022-07-08,21205.86
2022-07-09,21202.49
2022-07-10,20491.45
2022-07-11,19835.9
2022-07-12,19263.23
2022-07-13,20183.3
2022-07-14,20516.41
2022-07-15,20651.3
2022-07-16,21017.51
2022-07-17,20585.3
2022-07-18,22129.07
2022-07-19,22872.33
2022-07-20,22812.26
2022-07-21,22648.56
2022-07-22,22234.51
2022-07-23,22011.01
2022-07-24,22146.73
2022-07-25,20841.34
2022-07-26,21003.92
2022-07-27,22496.86
2022-07-28,23402.1
2022-07-29,23254.55
2022-07-30,23147.62
2022-07-31,22847.05
2022-08-01,22694.33
2022-08-02,22638.39
2022-08-03,22483.22
2022-08-04,22098.11
2022-08-05,22899.96
2022-08-06,22537.22
2022-08-07,22792.79
2022-08-08,23363.17
2022-08-09,22693.27
2022-08-10,23270.62
2022-08-11,23221.17
2022-08-12,23784.26
2022-08-13,23844.13
2022-08-14,23721.74
2022-08-15,23715.47
2022-08-16,23461.85
2022-08-17,22939.64
2022-08-18,22988.51
2022-08-19,20755.01
2022-08-20,21075.49
2022-08-21,21458.5
2022-08-22,21535.38
2022-08-23,21595.53
2022-08-24,21438.27
2022-08-25,21636.01
2022-08-26,20335.15
2022-08-27,20131.89
2022-08-28,19691.16
2022-08-29,20286.45
2022-08-30,19754.54
2022-08-31,19981.06
2022-09-01,20220.17
2022-09-02,20060.76
2022-09-03,19929.36
2022-09-04,20171.61
2022-09-05,19893.21
2022-09-06,18993.65
2022-09-07,19297.46
2022-09-08,19304.88
2022-09-09,21203.19
2022-09-10,21539.92
2022-09-11,21681.1
2022-09-12,22110.07
2022-09-13,20225.47
2022-09-14,20267.71
2022-09-15,19736.12
2022-09-16,19782.54
2022-09-17,20097.93
2022-09-18,19383.21
2022-09-19,19491.13
2022-09-20,18937.01
2022-09-21,18802.3
2022-09-22,19717.67
2022-09-23,19897.3
2022-09-24,19515.49
2022-09-25,19411.7
2022-09-26,19991.38
2022-09-27,19894.01
2022-09-28,19993.53
2022-09-29,19934.55
2022-09-30,19821.08
2022-10-01,19714.24
2022-10-02,19461.13
2022-10-03,19961.6
2022-10-04,20378.62
2022-10-05,20347.97
2022-10-06,20386.14
2022-10-07,20059.03
2022-10-08,19947.96
2022-10-09,19977.13
2022-10-10,19702.49
2022-10-11,19646.93
2022-10-12,19732.58
2022-10-13,19847.98
2022-10-14,19734.26
2022-10-15,19634.71
2022-10-16,19780.18
2022-10-17,19865.6
2022-10-18,19606.1
2022-10-19,19587.23
2022-10-20,19479.37
2022-10-21,19441.38
2022-10-22,19480.55
2022-10-23,19838.43
2022-10-24,19557.63
2022-10-25,20156.82
2022-10-26,20580.78
2022-10-27,20359.34
2022-10-28,20682.01
2022-10-29,20880.89
2022-10-30,20725.89
2022-10-31,20733.15
2022-11-01,20745.58
2022-11-02,20536.06
2022-11-03,20730.29
2022-11-04,21252.78
2022-11-05,21400.9
2022-11-06,21087.79
2022-11-07,20569.71
2022-11-08,18454.65
2022-11-09,15881.3
2022-11-10,17272.75
2022-11-11,16486.68
2022-11-12,16262.21
2022-11-13,15805.96
2022-11-14,16085.94
2022-11-15,16300.02
2022-11-16,16028.37
2022-11-17,16098.99
2022-11-18,16158.69
2022-11-19,16145.79
2022-11-20,15738.82
2022-11-21,15381.5
2022-11-22,15713.62
2022-11-23,15933.0
2022-11-24,15938.67
2022-11-25,15863.16
2022-11-26,15815.95
2022-11-27,15836.98
2022-11-28,15667.64
2022-11-29,15925.74
2022-11-30,16473.95
2022-12-01,16128.32
2022-12-02,16224.45
2022-12-03,16043.33
2022-12-04,16241.61
2022-12-05,16165.55
2022-12-06,16323.94
2022-12-07,16022.73
2022-12-08,16319.33
2022-12-09,16257.54
2022-12-10,16253.87
2022-12-11,16247.31
2022-12-12,16317.99
2022-12-13,16721.92
2022-12-14,16673.7
2022-12-15,16304.89
2022-12-16,15715.89
2022-12-17,15852.32
2022-12-18,15814.15
2022-12-19,15489.95
2022-12-20,15909.18
2022-12-21,15853.01
2022-12-22,15859.87
2022-12-23,15793.45
2022-12-24,15829.86
2022-12-25,15837.24
2022-12-26,15878.84
2022-12-27,15697.15
2022-12-28,15551.23
2022-12-29,15601.97
2022-12-30,15508.65
2022-12-31,15422.11
2023-01-01,15498.41
2023-01-02,15596.48
2023-01-03,15799.23
2023-01-04,15886.03
2023-01-05,15993.34
2023-01-06,15918.93
2023-01-07,15916.45
2023-01-08,16053.16
2023-01-09,16010.29
2023-01-10,16248.27
2023-01-11,16669.01
2023-01-12,17359.65
2023-01-13,18403.11
2023-01-14,19339.29
2023-01-15,19285.23
2023-01-16,19566.17
2023-01-17,19601.51
2023-01-18,19151.3
2023-01-19,19459.55
2023-01-20,20903.64
2023-01-21,20987.35
2023-01-22,20903.56
2023-01-23,21095.18
2023-01-24,20795.8
2023-01-25,21122.39
2023-01-26,21128.86
2023-01-27,21246.98
2023-01-28,21199.86
2023-01-29,21847.47
2023-01-30,21052.5
2023-01-31,21303.86
2023-02-01,21554.03
2023-02-02,21541.86
2023-02-03,21704.73
2023-02-04,21599.97
2023-02-05,21270.31
2023-02-06,21225.97
2023-02-07,21678.09
2023-02-08,21433.77
2023-02-09,20306.27
2023-02-10,20268.77
2023-02-11,20480.35
2023-02-12,20413.13
2023-02-13,20305.28
2023-02-14,20684.79
2023-02-15,22740.14
2023-02-16,22059.81
2023-02-17,22989.59
2023-02-18,23034.19
2023-02-19,22739.56
2023-02-20,23251.03
2023-02-21,22963.09
2023-02-22,22807.88
2023-02-23,22595.39
2023-02-24,22005.31
2023-02-25,21991.91
2023-02-26,22338.79
2023-02-27,22208.31
2023-02-28,21987.98
2023-03-01,22223.86
2023-03-02,22192.9
2023-03-03,21115.65
2023-03-04,21132.31
2023-03-05,21191.02
2023-03-06,21001.85
2023-03-07,21066.5
2023-03-08,20598.1
2023-03-09,19314.37
2023-03-10,18988.77
2023-03-11,19149.02
2023-03-12,20636.26
2023-03-13,22350.44
2023-03-14,22989.0
2023-03-15,23000.09
2023-03-16,23626.99
2023-03-17,25716.98
2023-03-18,25301.02
2023-03-19,26370.2
2023-03-20,25999.19
2023-03-21,26240.75
2023-03-22,25195.85
2023-03-23,26180.46
2023-03-24,25616.94
2023-03-25,25629.4
2023-03-26,26017.78
2023-03-27,25166.3
2023-03-28,25175.16
2023-03-29,26153.6
2023-03-30,25746.49
2023-03-31,26286.46
2023-04-01,26277.42
2023-04-02,26120.88
2023-04-03,25543.22
2023-04-04,25737.37
2023-04-05,25865.99
2023-04-06,25723.35
2023-04-07,25627.05
2023-04-08,25676.29
2023-04-09,25986.47
2023-04-10,27271.81
2023-04-11,27709.36
2023-04-12,27233.81
2023-04-13,27556.0
2023-04-14,27736.07
2023-04-15,27613.97
2023-04-16,27638.77
2023-04-17,26963.33
2023-04-18,27716.64
2023-04-19,26352.68
2023-04-20,25778.1
2023-04-21,24827.24
2023-04-22,25373.94
2023-04-23,25136.65
2023-04-24,24913.09
2023-04-25,25806.93
2023-04-26,25770.62
2023-04-27,26746.64
2023-04-28,26625.08
2023-04-29,26526.86
2023-04-30,26570.58
2023-05-01,25634.37
2023-05-02,26070.38
2023-05-03,26247.01
2023-05-04,26198.41
2023-05-05,26778.37
2023-05-06,26203.63
2023-05-07,25859.4
2023-05-08,25214.17
2023-05-09,25236.77
2023-05-10,25170.72
2023-05-11,24759.5
2023-05-12,24704.5
2023-05-13,24731.34
2023-05-14,24841.33
2023-05-15,25012.33
2023-05-16,24891.52
2023-05-17,25289.09
2023-05-18,24900.97
2023-05-19,24903.87
2023-05-20,25104.3
2023-05-21,24744.48
2023-05-22,24846.34
2023-05-23,25273.63
2023-05-24,24495.03
2023-05-25,24695.17
2023-05-26,24927.53
2023-05-27,25067.93
2023-05-28,26175.93
2023-05-29,25914.73
2023-05-30,25825.69
2023-05-31,25473.81
2023-06-01,24947.76
2023-06-02,25469.4
2023-06-03,25300.42
2023-06-04,25373.37
2023-06-05,24057.01
2023-06-06,25471.38
2023-06-07,24618.65
2023-06-08,24598.26
2023-06-09,24655.1
2023-06-10,24172.25
2023-06-11,24196.12
2023-06-12,24082.13
2023-06-13,24056.1
2023-06-14,23225.34
2023-06-15,23391.88
2023-06-16,24085.58
2023-06-17,24259.85
2023-06-18,24105.13
2023-06-19,24597.45
2023-06-20,25940.27
2023-06-21,27277.0
2023-06-22,27293.25
2023-06-23,28185.9
2023-06-24,28049.41
2023-06-25,27948.87
2023-06-26,27752.13
2023-06-27,28029.79
2023-06-28,27595.77
2023-06-29,28052.61
2023-06-30,27918.31
2023-07-01,28046.79
2023-07-02,28065.33
2023-07-03,28559.12
2023-07-04,28302.69
2023-07-05,28123.82
2023-07-06,27494.51
2023-07-07,27723.15
2023-07-08,27668.68
2023-07-09,27548.89
2023-07-10,27655.72
2023-07-11,27840.84
2023-07-12,27313.15
2023-07-13,28049.8
2023-07-14,27053.46
2023-07-15,27053.05
2023-07-16,26989.01
2023-07-17,26862.89
2023-07-18,26632.14
2023-07-19,26735.29
2023-07-20,26787.52
2023-07-21,26919.99
2023-07-22,26824.22
2023-07-23,27083.76
2023-07-24,26416.86
2023-07-25,26476.19
2023-07-26,26525.61
2023-07-27,26626.27
2023-07-28,26607.89
2023-07-29,26677.32
2023-07-30,26567.01
2023-07-31,26581.7
2023-08-01,26956.98
2023-08-02,26632.69
2023-08-03,26670.29
2023-08-04,26539.06
2023-08-05,26543.01
2023-08-06,26556.25
2023-08-07,26663.26
2023-08-08,27261.54
2023-08-09,27035.62
2023-08-10,26908.18
2023-08-11,26941.88
2023-08-12,26936.75
2023-08-13,26817.51
2023-08-14,27001.65
2023-08-15,26775.15
2023-08-16,26414.06
2023-08-17,24553.9
2023-08-18,24103.65
2023-08-19,24185.51
2023-08-20,24168.27
2023-08-21,23998.66
2023-08-22,24036.29
2023-08-23,24352.07
2023-08-24,24231.59
2023-08-25,24150.89
2023-08-26,24114.47
2023-08-27,24178.13
2023-08-28,24096.28
2023-08-29,25490.99
2023-08-30,24982.48
2023-08-31,23925.65
2023-09-01,23948.3
2023-09-02,24028.4
2023-09-03,24110.71
2023-09-04,23916.46
2023-09-05,24051.8
2023-09-06,24023.84
2023-09-07,24548.41
2023-09-08,24221.5
2023-09-09,24224.52
2023-09-10,24125.12
2023-09-11,23429.99
2023-09-12,24036.91
2023-09-13,24449.54
2023-09-14,24945.34
2023-09-15,24946.87
2023-09-16,24893.28
2023-09-17,24858.86
2023-09-18,25020.52
2023-09-19,25482.56
2023-09-20,25468.16
2023-09-21,24924.89
2023-09-22,24976.44
2023-09-23,24987.39
2023-09-24,24660.53
2023-09-25,24818.75
2023-09-26,24793.74
2023-09-27,25083.14
2023-09-28,25581.91
2023-09-29,25454.96
2023-09-30,25512.07
2023-10-01,26478.01
2023-10-02,26249.5
2023-10-03,26202.9
2023-10-04,26455.4
2023-10-05,25999.98
2023-10-06,26412.08
2023-10-07,26440.8
2023-10-08,26439.35
2023-10-09,26086.49
2023-10-10,25836.75
2023-10-11,25303.01
2023-10-12,25392.56
2023-10-13,25573.09
2023-10-14,25571.88
2023-10-15,25823.41
2023-10-16,27017.31
2023-10-17,26873.33
2023-10-18,26893.62
2023-10-19,27151.59
2023-10-20,28014.04
2023-10-21,28238.88
2023-10-22,28319.36
2023-10-23,30995.66
2023-10-24,32014.75
2023-10-25,32671.1
