time,close
2023-10-26,32339.24
2023-10-27,32089.01
2023-10-28,32290.13
2023-10-29,32713.58
2023-10-30,32510.91
2023-10-31,32772.31
2023-11-01,33486.16
2023-11-02,32935.63
2023-11-03,32401.36
2023-11-04,32742.96
2023-11-05,32678.72
2023-11-06,32710.32
2023-11-07,33132.52
2023-11-08,33291.98
2023-11-09,34429.39
2023-11-10,34942.08
2023-11-11,34814.14
2023-11-12,34716.87
2023-11-13,34101.66
2023-11-14,32706.97
2023-11-15,34923.69
2023-11-16,33346.02
2023-11-17,33600.19
2023-11-18,33591.42
2023-11-19,34300.22
2023-11-20,34259.63
2023-11-21,32784.53
2023-11-22,34373.1
2023-11-23,34220.67
2023-11-24,34489.16
2023-11-25,34558.04
2023-11-26,34259.12
2023-11-27,34002.93
2023-11-28,34387.37
2023-11-29,34520.93
2023-11-30,34646.81
2023-12-01,35569.92
2023-12-02,36260.43
2023-12-03,36726.64
2023-12-04,38749.36
2023-12-05,40837.95
2023-12-06,40662.35
2023-12-07,40141.4
2023-12-08,41084.23
2023-12-09,40659.17
2023-12-10,40699.5
2023-12-11,38321.06
2023-12-12,38415.65
2023-12-13,39432.85
2023-12-14,39154.7
2023-12-15,38516.53
2023-12-16,38809.09
2023-12-17,37971.44
2023-12-18,39055.04
2023-12-19,38503.16
2023-12-20,39885.31
2023-12-21,39874.38
2023-12-22,39987.2
2023-12-23,39832.45
2023-12-24,39203.84
2023-12-25,39592.56
2023-12-26,38531.17
2023-12-27,39148.92
2023-12-28,38522.46
2023-12-29,38220.58
2023-12-30,38290.02
2023-12-31,38411.36
2024-01-01,40080.32
2024-01-02,41120.33
2024-01-03,39320.07
2024-01-04,40405.29
2024-01-05,40426.94
2024-01-06,40274.64
2024-01-07,40205.1
2024-01-08,42906.3
2024-01-09,42229.07
2024-01-10,42565.08
2024-01-11,42220.82
2024-01-12,39162.66
2024-01-13,39212.35
2024-01-14,38146.67
2024-01-15,38865.41
2024-01-16,39684.68
2024-01-17,39283.94
2024-01-18,37981.91
2024-01-19,38240.82
2024-01-20,38283.74
2024-01-21,38180.42
2024-01-22,36340.25
2024-01-23,36753.28
2024-01-24,36838.95
2024-01-25,36847.73
2024-01-26,38565.01
2024-01-27,38862.22
2024-01-28,38777.31
2024-01-29,39978.31
2024-01-30,39625.55
2024-01-31,39408.24
2024-02-01,39624.38
2024-02-02,40008.0
2024-02-03,39850.81
2024-02-04,39499.75
2024-02-05,39730.5
2024-02-06,40058.72
2024-02-07,41130.2
2024-02-08,42035.07
2024-02-09,43558.57
2024-02-10,44119.31
2024-02-11,44595.42
2024-02-12,46293.88
2024-02-13,46434.31
2024-02-14,48293.26
2024-02-15,48210.59
2024-02-16,48415.94
2024-02-17,47955.09
2024-02-18,48359.52
2024-02-19,48060.3
2024-02-20,48361.13
2024-02-21,47937.62
2024-02-22,47372.96
2024-02-23,46888.0
2024-02-24,47630.08
2024-02-25,47790.03
2024-02-26,50041.94
2024-02-27,52611.27
2024-02-28,57583.24
2024-02-29,56513.87
2024-03-01,57571.8
2024-03-02,57247.54
2024-03-03,58232.81
2024-03-04,62859.88
2024-03-05,58817.05
2024-03-06,60646.13
2024-03-07,61114.14
2024-03-08,62417.73
2024-03-09,62606.51
2024-03-10,63076.45
2024-03-11,65752.35
2024-03-12,65427.34
2024-03-13,66770.9
2024-03-14,65649.45
2024-03-15,63855.45
2024-03-16,59929.88
2024-03-17,62831.69
2024-03-18,62177.14
2024-03-19,57046.65
2024-03-20,62115.13
2024-03-21,60318.37
2024-03-22,59076.94
2024-03-23,59282.72
2024-03-24,62209.43
2024-03-25,64455.11
2024-03-26,64613.93
2024-03-27,64219.39
2024-03-28,65596.67
2024-03-29,64816.31
2024-03-30,64591.28
2024-03-31,66115.71
2024-04-01,64915.71
2024-04-02,60855.71
2024-04-03,60954.93
2024-04-04,63265.23
2024-04-05,62646.79
2024-04-06,63611.92
2024-04-07,64063.01
2024-04-08,65889.02
2024-04-09,63709.4
2024-04-10,65675.77
2024-04-11,65283.87
2024-04-12,63365.49
2024-04-13,61039.13
2024-04-14,61893.3
2024-04-15,59741.99
2024-04-16,60121.14
2024-04-17,57499.0
2024-04-18,59707.21
2024-04-19,59991.31
2024-04-20,61084.66
2024-04-21,60978.91
2024-04-22,62752.58
2024-04-23,62079.14
2024-04-24,60089.92
2024-04-25,60141.14
2024-04-26,59644.56
2024-04-27,59377.05
2024-04-28,58961.43
2024-04-29,59560.32
2024-04-30,56854.37
2024-05-01,54381.86
2024-05-02,55105.34
2024-05-03,58484.58
2024-05-04,59386.89
2024-05-05,59499.73
2024-05-06,58671.1
2024-05-07,57978.24
2024-05-08,56935.76
2024-05-09,58513.84
2024-05-10,56509.61
2024-05-11,56504.57
2024-05-12,57072.93
2024-05-13,58291.92
2024-05-14,56918.24
2024-05-15,60790.53
2024-05-16,60010.38
2024-05-17,61689.33
2024-05-18,61577.23
2024-05-19,60938.74
2024-05-20,65396.37
2024-05-21,64405.3
2024-05-22,63810.7
2024-05-23,62841.14
2024-05-24,63245.5
2024-05-25,63901.06
2024-05-26,63129.2
2024-05-27,63877.86
2024-05-28,62954.97
2024-05-29,62563.13
2024-05-30,63114.67
2024-05-31,62236.66
2024-06-01,62428.23
2024-06-02,62453.13
2024-06-03,63079.72
2024-06-04,64787.0
2024-06-05,65344.07
2024-06-06,64993.57
2024-06-07,64265.92
2024-06-08,64263.4
2024-06-09,64649.41
2024-06-10,64553.11
2024-06-11,62734.56
2024-06-12,63142.63
2024-06-13,62189.36
2024-06-14,61742.18
2024-06-15,61837.52
2024-06-16,62255.32
2024-06-17,61907.57
2024-06-18,60672.15
2024-06-19,60463.15
2024-06-20,60562.93
2024-06-21,59984.53
2024-06-22,60006.36
2024-06-23,59099.1
2024-06-24,56172.84
2024-06-25,57725.24
2024-06-26,56927.7
2024-06-27,57550.17
2024-06-28,56336.96
2024-06-29,56889.06
2024-06-30,58400.18
2024-07-01,58539.73
2024-07-02,57733.27
2024-07-03,55762.25
2024-07-04,52779.23
2024-07-05,52289.91
2024-07-06,53689.78
2024-07-07,51598.76
2024-07-08,52306.54
2024-07-09,53644.53
2024-07-10,53314.21
2024-07-11,52736.4
2024-07-12,53097.24
2024-07-13,54234.15
2024-07-14,55864.11
2024-07-15,59439.24
2024-07-16,59720.72
2024-07-17,58620.41
2024-07-18,58717.1
2024-07-19,61302.58
2024-07-20,61653.77
2024-07-21,62427.58
2024-07-22,62036.59
2024-07-23,60702.14
2024-07-24,60332.07
2024-07-25,60643.24
2024-07-26,62554.71
2024-07-27,62474.07
2024-07-28,62860.13
2024-07-29,61747.04
2024-07-30,61201.42
2024-07-31,59728.24
2024-08-01,60557.97
2024-08-02,56363.64
2024-08-03,55735.01
2024-08-04,53322.05
2024-08-05,49403.12
2024-08-06,51377.2
2024-08-07,50462.14
2024-08-08,56553.08
2024-08-09,55794.28
2024-08-10,55874.29
2024-08-11,53847.22
2024-08-12,54300.77
2024-08-13,55136.46
2024-08-14,53331.83
2024-08-15,52485.56
2024-08-16,53463.97
2024-08-17,54006.6
2024-08-18,53079.37
2024-08-19,53679.48
2024-08-20,53061.28
2024-08-21,54836.67
2024-08-22,54333.68
2024-08-23,57294.61
2024-08-24,57265.57
2024-08-25,57399.11
2024-08-26,56310.71
2024-08-27,53233.67
2024-08-28,53083.61
2024-08-29,53606.63
2024-08-30,53549.08
2024-08-31,53385.27
2024-09-01,51928.85
2024-09-02,53433.7
2024-09-03,52036.68
2024-09-04,52323.39
2024-09-05,50560.55
2024-09-06,48774.45
2024-09-07,48916.38
2024-09-08,49516.21
2024-09-09,51712.41
2024-09-10,52304.7
2024-09-11,52088.4
2024-09-12,52497.29
2024-09-13,54662.86
2024-09-14,54149.93
2024-09-15,53354.5
2024-09-16,52289.82
2024-09-17,54228.27
2024-09-18,55558.29
2024-09-19,56395.45
2024-09-20,56627.89
2024-09-21,56782.42
2024-09-22,56980.38
2024-09-23,56997.96
2024-09-24,57425.59
2024-09-25,56739.86
2024-09-26,58308.78
2024-09-27,58944.12
2024-09-28,59000.12
2024-09-29,58750.66
2024-09-30,56861.65
2024-10-01,54984.44
2024-10-02,54906.4
2024-10-03,55055.05
2024-10-04,56546.55
2024-10-05,56512.57
2024-10-06,57242.39
2024-10-07,56709.21
2024-10-08,56616.18
2024-10-09,55386.06
2024-10-10,55144.57
2024-10-11,57101.72
2024-10-12,57703.43
2024-10-13,57478.55
2024-10-14,60465.88
2024-10-15,61546.5
2024-10-16,62240.59
2024-10-17,62186.82
2024-10-18,62964.96
2024-10-19,62844.33
2024-10-20,63400.44
2024-10-21,62213.07
2024-10-22,62400.71
2024-10-23,61810.79
2024-10-24,62968.95
2024-10-25,61790.7
2024-10-26,62135.19
2024-10-27,62899.48
2024-10-28,64534.94
2024-10-29,67122.05
2024-10-30,66593.23
2024-10-31,64531.73
2024-11-01,64150.81
2024-11-02,64106.64
2024-11-03,63337.22
2024-11-04,62360.86
2024-11-05,63486.76
2024-11-06,70322.86
2024-11-07,70273.54
2024-11-08,71414.28
2024-11-09,71547.17
2024-11-10,74856.45
2024-11-11,82259.84
2024-11-12,82409.7
2024-11-13,85415.64
2024-11-14,82902.72
2024-11-15,86248.53
2024-11-16,85623.82
2024-11-17,85060.03
2024-11-18,85425.57
2024-11-19,87104.01
2024-11-20,89215.5
2024-11-21,93621.13
2024-11-22,94729.3
2024-11-23,93276.96
2024-11-24,93394.71
2024-11-25,88970.55
2024-11-26,87604.52
2024-11-27,90833.07
2024-11-28,90581.56
2024-11-29,92158.93
2024-11-30,91120.57
2024-12-01,92117.76
2024-12-02,91268.66
2024-12-03,91226.24
2024-12-04,93789.53
2024-12-05,91718.63
2024-12-06,94424.94
2024-12-07,94405.77
2024-12-08,95650.08
2024-12-09,92315.27
2024-12-10,91885.7
2024-12-11,96229.73
2024-12-12,95461.65
2024-12-13,96580.02
2024-12-14,96505.0
2024-12-15,99046.4
2024-12-16,100629.74
2024-12-17,101125.32
2024-12-18,96791.9
2024-12-19,94074.9
2024-12-20,93919.82
2024-12-21,93432.96
2024-12-22,91221.01
2024-12-23,91110.63
2024-12-24,94865.52
2024-12-25,95579.17
2024-12-26,91829.56
2024-12-27,90387.09
2024-12-28,91233.85
2024-12-29,89688.38
2024-12-30,89047.35
2024-12-31,90162.35
2025-01-01,91191.06
2025-01-02,94374.29
2025-01-03,95122.96
2025-01-04,95269.38
2025-01-05,95435.47
2025-01-06,98465.02
2025-01-07,93787.22
2025-01-08,92217.18
2025-01-09,89962.13
2025-01-10,92532.49
2025-01-11,92262.44
2025-01-12,92267.48
2025-01-13,92098.4
2025-01-14,93687.34
2025-01-15,97500.22
2025-01-16,96999.35
2025-01-17,101124.33
2025-01-18,101324.85
2025-01-19,101827.54
